pokemon_names,pokemon_cute,multiple_pokes_in_pic,photo_contrast_level,pokes_size_in_frame,looks_fluffy,original_image_source
Magby,False,False,Low,Large,False,Twitter
Unfezant,False,False,High,Small,False,Pixiv
Decidueye,False,False,Low,Large,False,Pixiv
Kirlia,False,False,Low,Small,False,Twitter
Bronzong,False,False,High,Large,False,Pixiv
Meditite,False,False,Low,Large,True,Pixiv
Vikavolt,False,False,Low,Small,True,Pixiv
Larvesta,False,True,High,Large,True,Pixiv
Tyranitar,False,False,Low,Large,True,Pixiv
Purugly,False,False,High,Small,False,Pixiv
Tympole,False,False,High,Large,False,Pixiv
Sealeo,False,False,Low,Large,True,Twitter
Deoxys,False,True,Low,Small,True,Twitter
Dragonair,False,True,Low,Large,True,Pixiv
Noivern,False,False,High,Small,True,Pixiv
Tyrunt,True,False,High,Small,False,Twitter
Emboar,False,False,High,Small,False,Pixiv
Bulbasaur,True,False,Low,Large,True,Pixiv
Pheromosa,True,False,Low,Large,True,Twitter
Trubbish,True,True,High,Large,True,Twitter
Meloetta,False,False,Low,Small,False,Pixiv
Torkoal,True,False,Low,Small,True,Pixiv
Torracat,False,False,High,Small,True,Twitter
Vulpix,True,False,Low,Large,True,Pixiv
Salandit,False,False,Low,Small,True,Pixiv
Raticate,False,False,High,Large,False,Twitter
Dewpider,False,False,Low,Large,False,Twitter
Avalugg,False,False,Low,Small,True,Pixiv
Clamperl,False,False,Low,Small,True,Pixiv
Treecko,False,False,High,Large,False,Twitter
Eevee,False,True,Low,Large,False,Twitter
Scraggy,False,False,High,Small,False,Pixiv
Vulpix,True,False,High,Small,True,Pixiv
Pansage,False,False,Low,Large,False,Pixiv
Yamask,False,False,Low,Large,True,Twitter
Scrafty,False,False,Low,Small,False,Pixiv
Nidorina,False,False,Low,Large,False,Pixiv
Clauncher,False,False,Low,Large,False,Pixiv
Swadloon,False,False,High,Large,True,Pixiv
Kyurem,False,False,Low,Small,True,Twitter
Klinklang,False,False,Low,Large,False,Pixiv
Abomasnow,False,False,Low,Large,False,Pixiv
Psyduck,False,False,High,Large,False,Pixiv
Zorua,False,False,Low,Small,True,Pixiv
Phantump,False,True,Low,Small,True,Pixiv
Sunflora,False,True,High,Large,False,Pixiv
Pikachu,True,True,High,Large,False,Pixiv
Bellossom,False,True,Low,Large,False,Pixiv
Keldeo,False,False,Low,Small,True,Twitter
Mewtwo,False,False,Low,Large,True,Twitter
Lapras,False,False,High,Large,False,Twitter
Geodude,False,False,Low,Small,False,Twitter
Solgaleo,False,False,Low,Large,False,Twitter
Lickitung,False,False,Low,Large,True,Twitter
Honchkrow,False,True,High,Large,True,Pixiv
Haxorus,False,False,Low,Small,True,Twitter
Vulpix,True,False,Low,Large,False,Pixiv
Mew,True,False,Low,Large,True,Twitter
Tangrowth,False,False,Low,Large,False,Pixiv
Mime Jr.,False,False,High,Small,False,Twitter
Floatzel,False,False,Low,Large,True,Twitter
Lunatone,False,False,Low,Large,True,Twitter
Ducklett,False,False,High,Small,True,Pixiv
Whiscash,False,False,Low,Large,False,Pixiv
Squirtle,True,False,Low,Small,True,Twitter
Whiscash,False,False,Low,Large,False,Twitter
Ribombee,False,False,High,Small,False,Pixiv
Steenee,False,True,High,Large,False,Pixiv
Palpitoad,False,False,Low,Small,False,Twitter
Yungoos,False,False,High,Large,True,Pixiv
Scizor,False,True,Low,Small,False,Pixiv
Sawk,False,False,Low,Large,False,Twitter
Nidoran♂,False,False,High,Large,False,Pixiv
Altaria,True,False,Low,Small,False,Pixiv
Charjabug,False,True,Low,Large,False,Pixiv
Entei,False,False,Low,Small,False,Pixiv
Swampert,False,False,Low,Large,False,Pixiv
Chatot,False,False,High,Small,False,Pixiv
Binacle,False,False,Low,Small,False,Twitter
Staravia,False,False,High,Small,False,Pixiv
Togekiss,False,False,Low,Small,True,Pixiv
Relicanth,False,False,Low,Small,False,Twitter
Zorua,False,False,Low,Small,False,Pixiv
Garbodor,False,False,High,Large,True,Pixiv
Grotle,False,False,High,Large,True,Twitter
Gastly,False,False,High,Small,True,Pixiv
Mimikyu,False,False,Low,Large,False,Twitter
Gumshoos,False,False,High,Small,False,Pixiv
Caterpie,False,False,Low,Small,False,Twitter
Shelmet,False,False,High,Large,False,Twitter
Chinchou,False,True,Low,Large,False,Twitter
Klink,False,False,Low,Small,False,Twitter
Alomomola,False,False,Low,Large,True,Pixiv
Cloyster,False,False,Low,Small,True,Twitter
Lycanroc,False,False,Low,Small,False,Twitter
Gothorita,False,False,Low,Large,True,Twitter
Cherrim,False,False,Low,Large,True,Pixiv
Anorith,False,False,Low,Large,False,Pixiv
Hariyama,False,False,High,Large,True,Pixiv
Riolu,False,False,High,Small,False,Pixiv
Helioptile,False,False,Low,Large,True,Pixiv
Kecleon,True,False,High,Large,True,Pixiv
Torchic,False,True,Low,Large,False,Twitter
Octillery,False,False,Low,Large,False,Pixiv
Shelmet,False,False,Low,Large,False,Pixiv
Gigalith,False,True,Low,Large,False,Twitter
Gabite,False,False,Low,Large,True,Pixiv
Ekans,False,False,Low,Small,True,Twitter
Tapu Bulu,False,True,Low,Large,False,Twitter
Gible,False,True,High,Large,True,Pixiv
Chingling,False,False,Low,Large,False,Pixiv
Rufflet,False,True,Low,Large,True,Twitter
Type: Null,False,False,High,Large,True,Pixiv
Boldore,False,False,Low,Large,True,Pixiv
Klefki,False,True,Low,Small,True,Twitter
Sandygast,False,False,Low,Small,True,Pixiv
Palpitoad,False,False,Low,Small,True,Pixiv
Eelektross,False,True,Low,Small,True,Twitter
Jolteon,False,True,High,Small,True,Twitter
Ekans,False,False,High,Large,False,Pixiv
Tornadus,False,False,Low,Small,True,Pixiv
Cradily,False,False,Low,Small,False,Pixiv
Tangrowth,True,False,High,Small,False,Pixiv
Pancham,False,False,Low,Large,False,Twitter
Cacnea,False,False,High,Small,False,Twitter
Fomantis,False,False,High,Large,True,Pixiv
Tapu Lele,False,False,Low,Large,False,Twitter
Magmortar,False,True,High,Large,True,Twitter
Togekiss,False,False,High,Small,False,Twitter
Phanpy,False,False,High,Large,False,Pixiv
Walrein,False,False,High,Small,False,Pixiv
Growlithe,False,True,Low,Small,True,Pixiv
Nidoran♂,False,False,High,Small,False,Pixiv
Politoed,False,False,Low,Small,True,Pixiv
Pidgeot,False,False,High,Large,True,Pixiv
Salandit,False,True,High,Large,True,Twitter
Litten,False,False,High,Large,False,Pixiv
Groudon,False,False,High,Small,True,Pixiv
Ursaring,False,False,High,Large,True,Pixiv
Combee,False,False,High,Large,False,Pixiv
Dusclops,False,False,Low,Small,True,Pixiv
Jolteon,False,False,Low,Large,False,Pixiv
Yungoos,False,True,Low,Small,False,Pixiv
Skrelp,False,False,Low,Small,True,Twitter
Cryogonal,False,False,High,Large,False,Twitter
Heatran,False,False,High,Large,False,Twitter
Empoleon,False,False,High,Small,True,Pixiv
Heracross,False,False,Low,Small,True,Twitter
Heracross,False,False,High,Large,True,Pixiv
Baltoy,False,True,High,Large,True,Pixiv
Krabby,False,False,High,Small,False,Pixiv
Kabuto,False,False,Low,Small,False,Pixiv
Vulpix,True,False,Low,Small,True,Twitter
Patrat,False,True,High,Small,False,Twitter
Darumaka,False,True,High,Small,True,Twitter
Lairon,False,False,Low,Large,True,Twitter
Combee,False,False,High,Large,False,Twitter
Girafarig,False,True,High,Small,False,Twitter
Charmander,False,False,Low,Small,True,Pixiv
Registeel,False,False,High,Small,False,Pixiv
Froslass,False,True,High,Small,True,Pixiv
Croagunk,False,True,Low,Large,True,Pixiv
Gyarados,False,False,Low,Large,True,Twitter
Pangoro,False,False,Low,Small,False,Pixiv
Tepig,False,False,High,Small,False,Pixiv
Munna,False,False,High,Large,False,Twitter
Unfezant,False,False,Low,Large,False,Pixiv
Squirtle,True,False,Low,Small,True,Pixiv
Venusaur,False,False,High,Large,True,Pixiv
Wailord,False,True,Low,Large,True,Pixiv
Diggersby,False,False,Low,Large,False,Twitter
Staryu,False,False,Low,Large,False,Twitter
Abomasnow,False,False,Low,Small,False,Pixiv
Vulpix,False,False,Low,Large,True,Pixiv
Omanyte,False,False,Low,Small,False,Pixiv
Rayquaza,False,False,Low,Large,True,Twitter
Leafeon,False,False,High,Small,False,Pixiv
Clauncher,False,True,High,Large,False,Pixiv
Beautifly,False,True,Low,Small,False,Pixiv
Altaria,False,False,Low,Small,True,Twitter
Gastly,False,True,Low,Small,False,Twitter
Snubbull,False,False,High,Small,True,Pixiv
Combusken,False,False,Low,Large,False,Pixiv
Vulpix,True,False,High,Large,False,Pixiv
Rampardos,False,False,Low,Small,False,Pixiv
Magneton,False,False,Low,Small,False,Pixiv
Shelmet,False,False,Low,Large,False,Pixiv
Decidueye,False,False,Low,Large,True,Pixiv
Toxapex,False,False,Low,Large,True,Pixiv
Quagsire,False,False,High,Small,False,Pixiv
Steelix,False,False,Low,Large,True,Twitter
Happiny,False,False,Low,Small,False,Pixiv
Kakuna,False,False,High,Large,False,Pixiv
Staraptor,False,False,Low,Large,False,Pixiv
Weezing,False,False,Low,Large,False,Pixiv
Clamperl,False,True,Low,Small,True,Twitter
Deerling,False,False,Low,Large,False,Twitter
Stunky,False,False,Low,Small,True,Twitter
Unfezant,False,False,Low,Small,False,Pixiv
Feebas,False,False,Low,Large,False,Pixiv
Bulbasaur,False,False,High,Small,False,Twitter
Shelgon,False,False,High,Small,False,Pixiv
Gastly,False,False,High,Small,False,Twitter
Malamar,False,False,High,Small,False,Pixiv
Herdier,True,False,High,Small,True,Pixiv
Nuzleaf,False,False,Low,Small,False,Pixiv
Rhydon,False,False,Low,Small,False,Pixiv
Squirtle,True,False,High,Small,True,Pixiv
Toucannon,False,False,High,Small,False,Pixiv
Grubbin,False,False,Low,Large,True,Pixiv
Cherrim,False,False,High,Small,False,Twitter
Eelektross,False,False,Low,Large,False,Twitter
Hippowdon,False,False,Low,Large,True,Pixiv
Tropius,False,False,High,Large,True,Pixiv
Ariados,False,False,High,Small,False,Twitter
Victini,True,False,High,Large,True,Twitter
Bouffalant,False,False,Low,Small,True,Pixiv
Bulbasaur,True,True,Low,Small,False,Pixiv
Bidoof,False,False,Low,Small,False,Pixiv
Feraligatr,False,False,Low,Small,False,Twitter
Mudbray,False,True,High,Small,True,Twitter
Kartana,False,False,Low,Large,True,Pixiv
Sandshrew,False,False,Low,Small,True,Pixiv
Uxie,False,False,Low,Large,False,Twitter
Mismagius,False,False,Low,Large,False,Pixiv
Chandelure,False,False,Low,Small,False,Pixiv
Manaphy,False,False,High,Large,False,Twitter
Pyroar,False,False,High,Large,False,Pixiv
Probopass,False,False,High,Small,False,Pixiv
Ursaring,False,False,Low,Small,True,Twitter
Croconaw,False,False,Low,Small,True,Pixiv
Virizion,False,False,High,Large,True,Twitter
Igglybuff,False,False,High,Small,True,Twitter
Vulpix,True,True,Low,Small,False,Pixiv
Scraggy,False,False,High,Small,False,Pixiv
Vanillish,False,False,Low,Large,False,Pixiv
Charizard,False,False,Low,Small,False,Twitter
Tentacruel,False,False,High,Small,True,Pixiv
Squirtle,True,False,Low,Small,False,Twitter
Ponyta,False,False,Low,Small,False,Pixiv
Scatterbug,False,False,Low,Large,False,Twitter
Hoppip,False,False,Low,Large,True,Pixiv
Purrloin,False,True,High,Small,False,Pixiv
Yamask,False,False,High,Small,True,Pixiv
Grimer,False,False,Low,Large,False,Pixiv
Chingling,False,False,Low,Large,True,Pixiv
Scrafty,False,False,Low,Large,False,Twitter
Wigglytuff,False,False,High,Large,True,Twitter
Bayleef,False,False,Low,Small,False,Twitter
Togepi,False,True,High,Small,True,Pixiv
Hydreigon,False,False,Low,Large,False,Pixiv
Doduo,False,False,High,Large,True,Pixiv
Spritzee,False,False,Low,Large,False,Pixiv
Kabutops,True,False,Low,Small,True,Pixiv
Charmander,True,False,Low,Large,True,Twitter
Shaymin,False,False,High,Large,False,Twitter
Aron,False,False,High,Small,True,Pixiv
Scraggy,False,True,Low,Large,True,Pixiv
Regigigas,True,False,Low,Small,True,Pixiv
Slowking,False,False,Low,Large,True,Pixiv
Vullaby,False,True,Low,Small,True,Pixiv
Swablu,False,False,Low,Large,False,Twitter
Spiritomb,False,False,High,Large,True,Pixiv
Eelektross,False,False,Low,Small,True,Pixiv
Infernape,False,False,Low,Small,True,Pixiv
Bulbasaur,True,True,Low,Large,True,Pixiv
Wormadam,False,False,High,Large,False,Twitter
Hariyama,False,False,Low,Small,True,Twitter
Mudsdale,False,False,Low,Small,False,Pixiv
Durant,False,False,Low,Small,True,Pixiv
Skuntank,False,False,High,Small,True,Pixiv
Charmander,True,False,High,Small,True,Twitter
Simipour,False,False,Low,Large,True,Twitter
Ledyba,False,True,High,Small,True,Twitter
Gible,False,False,Low,Small,False,Twitter
Charjabug,False,False,Low,Small,True,Pixiv
Gastrodon,False,True,Low,Large,True,Twitter
Shellos,False,False,High,Small,True,Pixiv
Celebi,False,False,Low,Large,True,Pixiv
Bruxish,False,False,Low,Small,True,Twitter
Audino,False,False,Low,Large,False,Pixiv
Bounsweet,False,True,Low,Large,False,Pixiv
Pikachu,True,True,Low,Large,True,Pixiv
Blastoise,False,False,Low,Large,False,Pixiv
Finneon,False,True,Low,Small,True,Twitter
Torterra,False,True,Low,Small,False,Pixiv
Caterpie,False,False,High,Large,False,Pixiv
Pidgeotto,False,False,Low,Small,True,Twitter
Chansey,False,False,High,Small,False,Twitter
Meditite,False,False,Low,Large,True,Pixiv
Chikorita,False,False,High,Large,False,Pixiv
Linoone,False,True,Low,Small,True,Twitter
Fearow,False,False,Low,Large,False,Pixiv
Charmander,True,False,High,Large,True,Pixiv
Baltoy,False,False,Low,Large,False,Twitter
Pyroar,False,False,High,Small,True,Twitter
Skitty,False,False,High,Large,False,Pixiv
Spewpa,False,False,High,Small,True,Twitter
Watchog,False,False,Low,Large,True,Pixiv
Pidgeotto,False,False,Low,Small,True,Twitter
Azumarill,False,False,High,Large,False,Twitter
Tepig,False,True,Low,Small,False,Twitter
Avalugg,False,False,Low,Large,False,Pixiv
Magby,False,False,Low,Small,True,Pixiv
Spoink,False,True,High,Small,False,Pixiv
Klink,True,False,Low,Small,True,Pixiv
Abra,False,False,High,Large,False,Twitter
Croconaw,False,False,High,Small,True,Twitter
Breloom,False,False,High,Small,False,Pixiv
Blissey,False,False,Low,Large,False,Pixiv
Claydol,False,False,Low,Small,False,Pixiv
Tirtouga,False,True,High,Large,False,Twitter
Dugtrio,False,True,High,Small,False,Pixiv
Vulpix,True,False,High,Small,False,Pixiv
Pangoro,False,False,Low,Small,True,Pixiv
Charmeleon,False,True,High,Small,False,Pixiv
Rotom,False,False,Low,Small,True,Pixiv
Shinx,False,False,Low,Large,True,Pixiv
Scizor,False,False,High,Small,True,Twitter
Vulpix,False,False,Low,Large,False,Pixiv
Froslass,False,False,Low,Large,False,Pixiv
Luxio,False,True,Low,Small,True,Twitter
Lilligant,False,False,Low,Small,True,Twitter
Squirtle,True,False,High,Large,True,Twitter
Huntail,False,False,Low,Small,True,Pixiv
Poochyena,False,False,High,Small,False,Twitter
Charmander,True,False,High,Large,True,Twitter
Passimian,False,False,High,Large,False,Pixiv
Articuno,False,False,Low,Large,False,Pixiv
Karrablast,False,True,Low,Small,True,Pixiv
Charmander,True,False,Low,Large,False,Twitter
Klinklang,True,False,High,Large,True,Pixiv
Magmortar,False,False,High,Small,True,Twitter
Totodile,False,True,Low,Small,True,Pixiv
Trapinch,False,False,Low,Large,False,Pixiv
Stantler,False,False,Low,Small,True,Pixiv
Drifloon,False,False,Low,Small,False,Twitter
Durant,True,False,Low,Small,True,Pixiv
Larvesta,False,False,Low,Large,False,Twitter
Ho-Oh,False,True,Low,Small,True,Pixiv
Froakie,False,True,High,Small,False,Pixiv
Relicanth,False,True,High,Large,False,Twitter
Altaria,False,False,Low,Large,True,Twitter
Amoonguss,False,True,Low,Small,True,Pixiv
Zigzagoon,False,False,Low,Small,False,Pixiv
Nincada,True,True,High,Small,False,Pixiv
Magneton,False,False,Low,Large,False,Pixiv
Machamp,False,False,Low,Small,False,Pixiv
Gardevoir,False,True,Low,Large,False,Pixiv
Tapu Fini,True,False,High,Large,False,Twitter
Kingler,False,True,High,Small,True,Pixiv
Virizion,False,False,High,Small,False,Pixiv
Darkrai,False,False,Low,Small,True,Pixiv
Magcargo,False,False,High,Large,False,Pixiv
Swalot,False,False,High,Large,False,Pixiv
Silvally,False,False,High,Small,True,Twitter
Graveler,False,True,Low,Small,False,Twitter
Politoed,False,False,High,Large,True,Pixiv
Cacturne,False,False,Low,Small,False,Twitter
Machop,False,True,Low,Large,False,Twitter
Nihilego,False,False,Low,Small,False,Pixiv
Paras,False,False,Low,Small,False,Twitter
Cradily,False,False,High,Small,True,Pixiv
Squirtle,True,False,Low,Small,True,Pixiv
Cutiefly,False,False,Low,Large,True,Pixiv
Zigzagoon,False,False,Low,Large,False,Twitter
Celesteela,False,False,Low,Large,True,Pixiv
Burmy,False,False,High,Small,True,Twitter
Vanillish,False,False,Low,Large,True,Twitter
Entei,False,False,Low,Large,True,Pixiv
Mantine,False,False,Low,Small,True,Pixiv
Whimsicott,False,True,Low,Large,False,Twitter
Rattata,False,False,Low,Small,True,Twitter
Lumineon,False,False,Low,Large,False,Pixiv
Kecleon,False,False,High,Large,False,Pixiv
Swampert,False,False,Low,Small,True,Pixiv
Golduck,False,False,Low,Large,False,Twitter
Seedot,False,False,Low,Small,False,Pixiv
Glalie,False,False,High,Small,False,Pixiv
Giratina,False,False,Low,Small,True,Pixiv
Jigglypuff,False,False,Low,Large,False,Pixiv
Rufflet,False,False,High,Small,False,Pixiv
Palkia,False,True,High,Small,True,Pixiv
Abomasnow,False,True,Low,Large,True,Pixiv
Treecko,False,True,Low,Large,False,Twitter
Heracross,False,False,Low,Large,True,Twitter
Axew,False,True,High,Small,True,Twitter
Gyarados,True,True,High,Small,True,Twitter
Pinsir,False,False,High,Large,True,Twitter
Musharna,False,False,Low,Small,False,Twitter
Pidove,False,False,High,Large,False,Pixiv
Sandile,False,False,Low,Large,True,Twitter
Arceus,False,False,High,Large,False,Twitter
Shiftry,False,False,Low,Large,False,Twitter
Staraptor,False,False,Low,Small,False,Twitter
Archeops,False,False,Low,Small,True,Twitter
Delphox,False,True,Low,Small,False,Twitter
Crabominable,False,False,Low,Small,False,Pixiv
Yamask,False,False,Low,Small,True,Twitter
Pikachu,True,False,Low,Large,False,Pixiv
Morelull,False,False,High,Large,True,Pixiv
Cloyster,False,False,Low,Small,False,Twitter
Tapu Koko,False,False,Low,Large,False,Twitter
Shuckle,False,False,High,Small,False,Pixiv
Grotle,True,False,Low,Large,True,Twitter
Milotic,False,False,High,Small,False,Twitter
Chimchar,False,True,Low,Large,False,Pixiv
Ursaring,False,False,Low,Large,True,Pixiv
Monferno,False,False,Low,Small,True,Pixiv
Hoopa,False,False,Low,Large,True,Pixiv
Aurorus,False,False,High,Small,True,Twitter
Zekrom,False,False,Low,Large,True,Twitter
Pyukumuku,False,False,Low,Small,False,Pixiv
Exeggcute,False,False,Low,Large,False,Twitter
Slaking,False,True,High,Small,False,Pixiv
Lunala,False,True,Low,Large,True,Twitter
Huntail,False,True,Low,Small,False,Pixiv
Pikachu,True,False,High,Large,False,Pixiv
Charmander,True,False,Low,Small,False,Pixiv
Phanpy,True,False,High,Small,True,Twitter
Rufflet,False,True,Low,Large,True,Twitter
Lugia,False,False,Low,Small,True,Twitter
Skuntank,False,False,High,Large,False,Twitter
Ledian,False,False,Low,Small,True,Twitter
Kabutops,False,False,Low,Small,False,Pixiv
Ursaring,False,False,High,Small,False,Pixiv
Armaldo,False,False,High,Small,True,Pixiv
Shiftry,False,False,High,Small,False,Pixiv
Gothita,False,False,Low,Small,True,Pixiv
Liepard,False,False,Low,Small,False,Pixiv
Omanyte,False,False,Low,Small,True,Twitter
Shuckle,False,False,High,Small,True,Pixiv
Poliwhirl,False,False,High,Large,False,Twitter
Flygon,False,False,Low,Large,False,Pixiv
Chesnaught,False,False,Low,Small,False,Twitter
Musharna,False,False,High,Large,False,Twitter
Ariados,False,False,Low,Small,False,Pixiv
Wailmer,False,False,Low,Small,True,Pixiv
Cradily,False,False,Low,Large,False,Pixiv
Makuhita,False,True,Low,Large,True,Pixiv
Gliscor,False,False,High,Small,False,Pixiv
Sealeo,False,False,Low,Small,False,Twitter
Rhydon,False,False,Low,Small,False,Twitter
Honedge,False,False,Low,Large,False,Twitter
Poochyena,False,False,High,Large,True,Twitter
Delcatty,False,True,Low,Small,False,Pixiv
Bruxish,False,False,Low,Large,False,Pixiv
Vulpix,True,False,Low,Small,False,Pixiv
Octillery,False,False,High,Large,False,Twitter
Roserade,False,True,High,Small,True,Twitter
Hoopa,False,True,Low,Large,False,Twitter
Bounsweet,False,True,Low,Small,False,Pixiv
Diggersby,False,False,Low,Small,False,Pixiv
Celebi,False,False,Low,Small,False,Pixiv
Corsola,False,True,Low,Small,False,Twitter
Garchomp,False,False,Low,Small,True,Pixiv
Drapion,False,False,Low,Large,False,Pixiv
Sunkern,False,False,High,Large,False,Twitter
Salazzle,False,False,Low,Small,True,Pixiv
Passimian,False,False,Low,Large,False,Pixiv
Typhlosion,False,False,Low,Small,False,Pixiv
Ekans,False,False,High,Small,False,Pixiv
Larvesta,False,True,Low,Large,True,Pixiv
Vulpix,True,False,High,Small,True,Twitter
Tranquill,False,False,Low,Small,True,Pixiv
Graveler,False,False,Low,Large,False,Pixiv
Beldum,False,True,High,Small,False,Twitter
Pidgeotto,False,False,High,Large,True,Pixiv
Pangoro,True,False,High,Large,True,Twitter
Buzzwole,False,True,High,Small,False,Twitter
Pidgeot,False,False,High,Small,False,Pixiv
Golbat,False,False,Low,Large,False,Twitter
Kommo-o,False,True,Low,Large,False,Twitter
Breloom,False,False,Low,Small,False,Pixiv
Mime Jr.,False,False,Low,Large,True,Pixiv
Luxray,False,False,Low,Small,True,Twitter
Mew,True,False,High,Small,False,Pixiv
Petilil,False,False,High,Small,True,Pixiv
Espeon,False,False,Low,Small,False,Twitter
Caterpie,False,True,Low,Large,True,Pixiv
Steenee,False,False,Low,Small,False,Pixiv
Sentret,False,False,Low,Large,True,Pixiv
Swalot,True,False,Low,Small,True,Twitter
Dewott,False,False,Low,Large,False,Twitter
Lurantis,False,False,Low,Small,False,Twitter
Corphish,False,False,High,Large,True,Twitter
Slaking,False,False,Low,Large,True,Twitter
Totodile,False,False,High,Large,False,Pixiv
Sealeo,False,False,High,Small,False,Twitter
Spinda,False,False,High,Small,False,Pixiv
Eelektrik,False,False,Low,Large,False,Twitter
Numel,False,True,Low,Small,True,Twitter
Carvanha,False,False,High,Large,False,Pixiv
Magnemite,False,False,Low,Small,True,Pixiv
Torterra,False,False,Low,Small,True,Twitter
Yamask,False,False,Low,Large,False,Pixiv
Cascoon,False,False,High,Large,False,Twitter
Volcanion,False,False,High,Large,True,Pixiv
Ampharos,False,False,Low,Large,True,Pixiv
Meganium,False,False,Low,Large,True,Twitter
Shelgon,False,False,High,Large,True,Pixiv
Piplup,False,False,Low,Large,False,Twitter
Silcoon,False,False,High,Large,True,Pixiv
Darmanitan,False,False,Low,Large,True,Pixiv
Zorua,False,False,High,Large,False,Twitter
Taillow,False,False,Low,Small,False,Twitter
Gastly,False,False,High,Small,False,Pixiv
Whimsicott,False,False,High,Large,True,Pixiv
Cloyster,False,False,Low,Large,False,Pixiv
Entei,False,False,High,Small,True,Pixiv
Staravia,False,False,Low,Small,True,Pixiv
Metapod,False,True,Low,Large,False,Pixiv
Rhyperior,False,False,Low,Large,True,Pixiv
Gligar,False,False,High,Small,True,Twitter
Kricketune,False,False,Low,Small,True,Twitter
Bidoof,False,False,High,Large,False,Pixiv
Pyroar,False,False,Low,Large,True,Pixiv
Dedenne,False,False,High,Small,False,Twitter
Skiddo,False,False,Low,Small,True,Pixiv
Nidorino,False,False,Low,Small,True,Pixiv
Grubbin,False,False,Low,Small,False,Twitter
Vulpix,True,False,High,Large,True,Pixiv
Furret,False,False,High,Small,False,Pixiv
Snorunt,False,False,Low,Large,True,Pixiv
Pikachu,False,True,High,Large,True,Twitter
Musharna,False,True,High,Large,True,Pixiv
Salazzle,True,False,Low,Large,True,Twitter
Toxapex,False,True,High,Large,False,Pixiv
Skuntank,False,True,Low,Large,True,Pixiv
Blaziken,False,True,Low,Large,False,Pixiv
Greninja,False,True,Low,Small,False,Twitter
Croconaw,False,False,Low,Large,False,Pixiv
Wingull,False,False,Low,Small,False,Pixiv
Rowlet,False,True,High,Small,False,Twitter
Nosepass,False,False,Low,Large,False,Pixiv
Cobalion,False,True,High,Large,True,Twitter
Shellos,False,False,Low,Small,False,Pixiv
Golem,False,False,Low,Large,True,Twitter
Tentacruel,False,False,Low,Small,True,Pixiv
Lilligant,False,False,Low,Large,False,Pixiv
Litleo,False,True,Low,Small,False,Twitter
Quilava,True,False,Low,Large,True,Twitter
Stunfisk,False,True,Low,Small,True,Pixiv
Riolu,False,False,Low,Large,True,Pixiv
Snover,False,False,Low,Large,False,Pixiv
Swablu,False,False,High,Small,True,Twitter
Baltoy,False,False,High,Small,True,Pixiv
Regigigas,False,False,Low,Large,False,Twitter
Poliwhirl,False,True,Low,Large,True,Pixiv
Gible,False,False,Low,Small,False,Twitter
Emolga,True,False,Low,Large,False,Pixiv
Woobat,False,False,Low,Large,True,Pixiv
Noivern,False,True,High,Large,False,Pixiv
Chesnaught,False,True,High,Small,False,Pixiv
Breloom,False,False,Low,Large,True,Pixiv
Shedinja,False,False,Low,Small,True,Pixiv
Aggron,False,False,Low,Small,False,Pixiv
Tentacruel,False,False,Low,Large,False,Twitter
Meganium,False,False,Low,Small,False,Pixiv
Slugma,False,True,High,Small,False,Twitter
Cascoon,False,True,Low,Large,False,Twitter
Phanpy,False,False,Low,Large,True,Pixiv
Omanyte,False,False,High,Large,False,Pixiv
Trumbeak,True,False,Low,Large,True,Twitter
Latias,False,False,High,Small,True,Twitter
Wishiwashi,False,False,High,Small,True,Pixiv
Cascoon,False,False,Low,Small,False,Pixiv
Vulpix,True,False,High,Large,True,Pixiv
Manectric,False,True,High,Large,True,Pixiv
Steenee,False,False,Low,Small,False,Pixiv
Axew,False,False,Low,Large,True,Pixiv
Blitzle,False,False,Low,Large,True,Pixiv
Scatterbug,False,False,Low,Small,False,Twitter
Mewtwo,False,True,Low,Small,False,Pixiv
Misdreavus,True,False,High,Large,False,Pixiv
Chikorita,False,True,Low,Large,False,Twitter
Jumpluff,False,False,Low,Small,True,Twitter
Anorith,False,False,Low,Large,False,Pixiv
Darumaka,False,True,Low,Small,False,Twitter
Mantyke,False,False,Low,Small,False,Pixiv
Solosis,True,False,Low,Large,True,Pixiv
Marowak,False,False,Low,Large,False,Pixiv
Buneary,False,False,Low,Large,False,Twitter
Weavile,False,False,Low,Large,True,Pixiv
Aggron,False,False,Low,Small,True,Twitter
Cloyster,False,False,High,Small,False,Pixiv
Honedge,True,False,High,Large,True,Pixiv
Combee,False,False,Low,Large,False,Pixiv
Fennekin,False,True,High,Small,True,Pixiv
Braviary,False,False,Low,Small,False,Twitter
Yamask,False,False,High,Small,True,Twitter
Zapdos,False,False,Low,Small,True,Pixiv
Lileep,False,False,Low,Large,True,Pixiv
Buzzwole,False,False,Low,Large,True,Twitter
Mareanie,False,False,High,Large,False,Twitter
Raticate,False,False,Low,Small,True,Pixiv
Vespiquen,False,False,Low,Small,True,Twitter
Ursaring,False,False,Low,Small,False,Twitter
Gastly,False,False,Low,Large,False,Pixiv
Charmander,True,False,High,Small,True,Pixiv
Stunky,False,False,Low,Large,False,Pixiv
Glalie,False,False,High,Small,True,Twitter
Magnezone,False,False,Low,Large,False,Pixiv
Magikarp,False,False,Low,Large,False,Twitter
Zygarde,False,False,High,Small,False,Pixiv
Treecko,False,False,Low,Large,False,Pixiv
Inkay,False,False,Low,Small,True,Pixiv
