pokemon_names,raw_rankings,poke_tiers,famous_artist,photo_brightness_level,photo_depth_of_field ,is_pokemon_larger_than_a_burrito,cute_classification_conv_net_feature_14,cute_classification_conv_net_feature_26,photo_night_or_day
Bellsprout ,0.5,C,false,high,high,true,zero,non-zero,night
Gastly ,2.817937183666806,A,true,low,high,true,zero,non-zero,day
Electabuzz ,4.5,S,true,high,high,true,zero,zero,night
Weepinbell ,4.16441000320975,S,false,low,low,true,zero,non-zero,night
Persian ,3.2304431195519427,A,true,low,high,true,zero,zero,night
Vileplume ,3.1193881223163014,A,false,high,low,true,zero,non-zero,night
Gastly ,1.0327858487358523,C,false,high,low,true,non-zero,non-zero,night
Snorlax ,4.100977468791628,S,true,high,high,true,non-zero,zero,day
Magmar ,4.5,S,false,low,low,true,non-zero,zero,day
Blastoise ,4.5,S,false,low,low,true,non-zero,zero,night
Haunter ,2.6367328717840235,A,false,low,low,true,zero,zero,day
Haunter ,1.9596722346051911,B,true,high,low,true,non-zero,non-zero,day
Haunter ,3.0483127873209743,A,false,low,high,true,zero,non-zero,night
Nidorina ,2.8021560528029807,A,false,low,high,true,zero,non-zero,night
Zubat ,1.8039110191174013,B,true,low,low,true,zero,non-zero,day
Nidoran♀ ,1.8984469825500847,B,false,low,low,true,non-zero,non-zero,night
Charizard ,4.076712999274028,S,true,high,high,true,zero,zero,day
Onix ,2.819113422148304,A,true,low,high,true,non-zero,zero,day
Scyther ,3.6934118902398523,S,false,low,high,true,non-zero,non-zero,day
Starmie ,2.537967831876527,A,true,high,low,true,zero,non-zero,night
Horsea ,4.418100908234739,S,false,low,low,true,non-zero,non-zero,day
Gengar ,2.6664489550974824,A,false,low,low,true,zero,non-zero,night
Graveler ,4.5,S,false,low,high,true,zero,zero,day
Electabuzz ,3.069581274185036,A,true,low,low,true,non-zero,zero,night
Weedle ,1.9468827915571219,B,false,high,high,true,zero,non-zero,day
Moltres ,4.5,S,true,high,high,true,non-zero,non-zero,night
Vileplume ,1.7556337557109438,B,false,high,low,true,zero,non-zero,day
Onix ,2.4710497172385586,B,true,low,low,true,zero,non-zero,day
Growlithe ,3.8686728587843477,S,true,low,high,true,non-zero,non-zero,night
Exeggutor ,1.9951721143656171,B,false,low,high,true,non-zero,non-zero,night
Zapdos ,3.828136871322973,S,true,high,low,true,non-zero,zero,day
Electrode ,1.153872377695134,C,false,low,high,true,zero,non-zero,day
Magnemite ,3.2794044787114265,A,false,low,high,true,zero,zero,day
Farfetch'd ,3.143268128990242,A,false,low,low,true,non-zero,non-zero,night
Horsea ,3.48228580821227,A,false,low,low,true,zero,zero,day
Tentacool ,2.2316778980805805,B,false,low,low,true,non-zero,non-zero,day
Machamp ,3.8768493444410397,S,false,low,high,true,zero,non-zero,night
Ditto ,2.32942021261174,B,true,low,low,true,non-zero,non-zero,night
Meowth ,2.6431939228528423,A,false,high,high,true,non-zero,zero,day
Kakuna ,3.5895721938586833,S,true,low,high,true,zero,non-zero,night
Gastly ,2.800918439783858,A,false,high,high,true,zero,zero,day
Ekans ,2.0038997035152195,B,false,low,high,true,zero,non-zero,night
Charmeleon ,4.5,S,false,high,high,true,non-zero,zero,night
Onix ,3.0786342847690125,A,true,low,low,true,zero,non-zero,day
Golbat ,2.546138400024978,A,false,low,high,true,non-zero,zero,night
Tauros ,2.3821086157711875,B,false,high,low,true,non-zero,non-zero,night
Butterfree ,4.5,S,true,high,high,true,zero,non-zero,day
Arbok ,2.7857478083672196,A,false,high,low,true,non-zero,zero,day
Raticate ,3.40287883133144,A,false,low,high,true,non-zero,non-zero,night
Pidgeotto ,3.3517838481524356,A,false,high,low,true,zero,non-zero,night
Drowzee ,4.4007926357053,S,true,low,high,true,non-zero,non-zero,day
Raichu ,3.394501278841299,A,false,low,low,true,non-zero,non-zero,day
Dewgong ,4.5,S,false,high,high,true,non-zero,non-zero,night
Nidorino ,1.8988946742966353,B,false,low,high,true,zero,zero,night
Shellder ,4.5,S,false,low,high,true,zero,non-zero,night
Pidgeot ,3.084696831132495,A,false,low,high,true,zero,zero,day
Scyther ,1.6942759908711678,B,true,high,low,true,non-zero,non-zero,night
Tentacruel ,4.003647633039477,S,true,high,low,true,zero,zero,night
Rattata ,3.3532284380674886,A,false,high,low,true,non-zero,zero,night
Machamp ,4.5,S,false,high,high,true,zero,non-zero,day
Oddish ,2.871738877411085,A,true,high,low,true,zero,non-zero,day
Seadra ,4.232357073168566,S,true,low,high,true,zero,non-zero,night
Meowth ,2.5882368063121146,A,false,low,high,true,non-zero,non-zero,day
Pidgeot ,3.3456101902552717,A,true,high,low,true,zero,zero,day
Voltorb ,2.486393578650809,B,false,low,low,true,zero,non-zero,night
Kingler ,4.284513568030216,S,false,low,low,true,zero,zero,night
Parasect ,3.1368684464762224,A,false,low,high,true,non-zero,zero,night
Ditto ,3.4998997715061524,A,false,high,high,true,zero,non-zero,day
Tentacool ,4.5,S,true,high,low,true,zero,zero,night
Seaking ,4.5,S,false,low,low,true,non-zero,non-zero,night
Zubat ,2.8625244191770585,A,true,low,low,true,zero,non-zero,night
Kangaskhan ,3.950213867736622,S,true,low,high,true,non-zero,non-zero,day
Lapras ,3.9635738681689485,S,true,low,low,true,zero,non-zero,night
Venonat ,0.5554824473247422,C,false,high,high,true,non-zero,non-zero,night
Mankey ,4.5,S,true,high,low,true,zero,non-zero,night
Poliwhirl ,4.3976141982404116,S,false,low,high,true,zero,non-zero,night
Growlithe ,4.5,S,false,high,low,true,zero,zero,day
Scyther ,1.7885435071756204,B,false,low,low,true,non-zero,non-zero,day
Ekans ,3.2675265550062345,A,false,low,low,true,zero,non-zero,night
Mewtwo ,2.910500159021826,A,false,low,low,true,non-zero,zero,night
Onix ,2.0505076521778545,B,false,low,low,true,non-zero,non-zero,day
Raticate ,0.7257674600386488,C,false,high,low,true,non-zero,non-zero,day
Hypno ,3.1943037143390907,A,false,low,low,true,zero,non-zero,day
Diglett ,3.0835407741736076,A,false,low,high,False,non-zero,non-zero,day
Nidorina ,2.4229681298721832,B,false,low,high,true,non-zero,non-zero,night
Starmie ,3.131652147631794,A,true,high,low,true,zero,non-zero,night
Meowth ,2.0257215796716777,B,false,low,high,true,zero,non-zero,night
Growlithe ,2.0597229199210125,B,false,high,high,true,non-zero,non-zero,night
Eevee ,3.0001987890961948,A,false,high,low,true,zero,zero,night
Doduo ,4.132362391861152,S,true,low,low,true,zero,non-zero,night
Nidoran♀ ,2.559180557761394,A,false,low,high,true,zero,zero,day
Kingler ,3.938291406793075,S,false,low,high,true,non-zero,non-zero,night
Charmeleon ,0.7366078736630208,C,false,high,low,true,non-zero,non-zero,night
Diglett ,2.8035347532418426,A,false,high,low,False,zero,zero,night
Dugtrio ,3.179087270151359,A,true,high,high,true,zero,zero,day
Farfetch'd ,3.4408799461030655,A,false,high,low,true,non-zero,non-zero,night
Golduck ,3.7500570661980213,S,false,low,high,true,zero,non-zero,day
Dugtrio ,3.0270458097056507,A,true,low,low,true,non-zero,non-zero,night
Aerodactyl ,4.32481092595912,S,true,low,low,true,zero,non-zero,day
Exeggutor ,0.5,C,false,low,low,true,zero,non-zero,day
Nidoqueen ,3.239828365087572,A,true,low,low,true,non-zero,zero,night
Gengar ,2.80506376955038,A,true,high,high,true,non-zero,zero,day
Lickitung ,1.4318298197202513,C,false,high,high,true,zero,non-zero,night
Aerodactyl ,3.7362092379176266,S,true,low,high,true,non-zero,non-zero,night
Oddish ,2.096208065774717,B,true,high,low,true,non-zero,zero,day
Kabutops ,3.8307201340134323,S,true,high,high,true,non-zero,zero,night
Scyther ,1.1924638703968102,C,false,high,high,true,zero,non-zero,night
Zubat ,1.8832354375517577,B,true,high,low,true,zero,zero,night
Gengar ,1.639717745407708,B,true,high,high,true,zero,non-zero,day
Magmar ,4.093029226939864,S,false,high,low,true,non-zero,zero,day
Doduo ,3.0035125836955814,A,false,low,high,true,zero,non-zero,day
Nidoran♀ ,2.10075669384784,B,false,high,low,true,non-zero,non-zero,night
Drowzee ,1.5528527544128854,B,false,high,high,true,zero,non-zero,day
Zubat ,1.8089838821375612,B,false,high,high,true,non-zero,non-zero,night
Goldeen ,3.2483134767996185,A,false,high,high,true,non-zero,zero,night
Dugtrio ,1.6324810897897157,B,true,high,low,true,non-zero,non-zero,night
Arcanine ,4.5,S,true,low,low,true,zero,zero,night
Machoke ,4.2980760165844645,S,true,high,high,true,non-zero,non-zero,day
Haunter ,3.09758970445475,A,false,high,low,true,zero,non-zero,night
Porygon ,4.179327637164045,S,false,low,high,true,zero,zero,day
Ekans ,0.5,C,false,high,low,true,non-zero,zero,night
Pikachu ,2.9882246742433223,A,false,high,high,true,non-zero,zero,night
Ivysaur ,2.084846953421585,B,false,high,high,true,zero,non-zero,day
Venomoth ,3.077399437008611,A,false,low,high,true,zero,non-zero,night
Vileplume ,2.7289160436332507,A,false,high,high,true,non-zero,non-zero,day
Vaporeon ,4.5,S,true,low,low,true,non-zero,zero,day
Dratini ,3.546658708024025,S,true,high,low,true,non-zero,zero,day
Haunter ,1.3321332015884364,C,false,high,high,true,non-zero,non-zero,night
Machamp ,4.5,S,false,low,low,true,non-zero,zero,day
Weezing ,2.4266505882097302,B,false,high,low,true,zero,non-zero,night
Dratini ,4.5,S,false,high,low,true,non-zero,non-zero,day
Machoke ,3.862830109591269,S,true,high,high,true,non-zero,zero,day
Graveler ,3.672133374406378,S,false,high,low,true,zero,zero,day
Electabuzz ,3.3405892936072634,A,false,high,high,true,non-zero,zero,day
Venonat ,1.1400798735489408,C,false,high,low,true,non-zero,non-zero,day
Raichu ,2.3712833094963868,B,false,low,low,true,zero,non-zero,night
Dewgong ,4.5,S,false,low,high,true,non-zero,zero,day
Golem ,1.2920590218369672,C,false,high,low,true,non-zero,non-zero,night
Magnemite ,2.8539245853808386,A,true,high,high,true,zero,non-zero,night
Tauros ,2.916486575193288,A,true,low,low,true,zero,non-zero,night
Cloyster ,4.5,S,false,high,low,true,zero,zero,night
Spearow ,4.114685573025548,S,true,high,low,true,non-zero,zero,day
Gengar ,2.1208791999594965,B,false,high,high,true,non-zero,non-zero,day
Tauros ,3.8367075199013545,S,true,low,high,true,non-zero,zero,night
Clefairy ,4.5,S,false,low,high,true,zero,zero,day
Meowth ,0.5,C,false,low,low,true,non-zero,non-zero,day
Dugtrio ,2.048317977892002,B,false,low,high,true,non-zero,non-zero,night
Nidoking ,3.3680786916438854,A,false,high,high,true,zero,zero,day
Golduck ,2.9574320531439615,A,true,high,high,true,non-zero,zero,night
Gastly ,1.5593280180994853,B,false,high,high,true,non-zero,non-zero,day
Butterfree ,2.81380184905967,A,true,high,low,true,non-zero,zero,day
Golbat ,3.3588106531060893,A,false,high,low,true,zero,zero,day
Alakazam ,4.5,S,false,low,low,true,non-zero,zero,day
Omanyte ,2.5901623731427508,A,false,low,high,true,non-zero,non-zero,night
Golbat ,3.3803613611176746,A,false,low,high,true,zero,non-zero,day
Marowak ,4.5,S,true,high,low,true,non-zero,non-zero,night
Haunter ,2.5919512548082144,A,false,high,low,true,non-zero,zero,day
Machop ,4.5,S,true,high,high,true,non-zero,zero,day
Machamp ,3.9804782902388607,S,false,high,low,true,zero,zero,day
Fearow ,2.2072846648428386,B,true,high,low,true,zero,non-zero,day
Tangela ,2.434432797707596,B,false,high,high,true,zero,non-zero,day
Pidgeotto ,1.5013421557639115,B,true,high,high,true,non-zero,non-zero,day
Ekans ,2.3443291165884363,B,false,high,low,true,non-zero,non-zero,night
Primeape ,3.8366397980091933,S,false,low,high,true,zero,non-zero,night
Hitmonchan ,1.063139146122283,C,false,high,low,true,zero,non-zero,night
Cubone ,4.5,S,false,low,high,true,non-zero,non-zero,day
Ninetales ,3.673000886187312,S,true,low,low,true,non-zero,zero,night
Nidoking ,3.262208395604292,A,true,high,high,true,non-zero,non-zero,night
Dugtrio ,1.5987498714225108,B,false,high,high,true,non-zero,non-zero,night
Arcanine ,4.5,S,true,low,low,true,zero,non-zero,day
Mewtwo ,1.9571187789646178,B,true,low,high,true,non-zero,non-zero,day
Venonat ,1.6919296946543099,B,true,low,high,true,zero,non-zero,night
Lickitung ,2.089394770361806,B,false,low,low,true,non-zero,non-zero,night
Exeggutor ,3.1508738852737848,A,true,low,low,true,non-zero,non-zero,night
Ivysaur ,3.0172100918346776,A,false,high,low,true,non-zero,zero,day
Paras ,3.1341453770845056,A,true,low,high,true,zero,non-zero,day
Dodrio ,3.2781759810653464,A,true,low,high,true,zero,non-zero,night
Blastoise ,4.5,S,true,low,low,true,zero,non-zero,night
Jolteon ,0.7990307331629505,C,false,high,high,true,non-zero,non-zero,day
Poliwhirl ,3.6105341791638113,S,false,high,low,true,zero,zero,night
Kangaskhan ,3.473489221080134,A,false,low,high,true,non-zero,zero,day
Electrode ,2.8040570455145533,A,false,high,low,true,non-zero,non-zero,night
Gyarados ,4.5,S,true,low,low,true,non-zero,zero,day
Zubat ,2.6234365215562545,A,true,low,high,true,non-zero,zero,night
Doduo ,1.9371717552638554,B,true,low,low,true,non-zero,non-zero,night
Pidgeot ,2.6121926718926334,A,false,low,low,true,zero,zero,day
Dugtrio ,0.6564671205491552,C,false,high,high,true,non-zero,non-zero,night
Raichu ,2.914431331967544,A,true,high,low,true,zero,non-zero,day
Gengar ,2.3507716020432183,B,false,low,low,true,zero,non-zero,day
Hypno ,4.5,S,false,high,low,true,zero,zero,day
Zubat ,1.7765948826153564,B,false,high,high,true,zero,non-zero,day
Pinsir ,0.5,C,false,low,low,true,zero,non-zero,night
Nidoking ,2.740221903439891,A,true,low,low,true,non-zero,zero,night
Onix ,2.7468972964558747,A,true,low,high,true,zero,non-zero,night
Vulpix ,3.6885472313014183,S,true,high,high,true,zero,zero,day
Gengar ,3.1952477466853124,A,false,low,low,true,non-zero,zero,night
Caterpie ,3.182333236206888,A,true,low,low,true,zero,non-zero,night
Dodrio ,2.232865540974548,B,false,high,low,true,non-zero,non-zero,day
Zubat ,3.002423555247941,A,true,high,low,true,non-zero,zero,day
Doduo ,3.017147145281419,A,false,high,high,true,zero,non-zero,day
Charmeleon ,4.5,S,false,high,low,true,non-zero,zero,night
Golem ,3.8383110171180275,S,false,low,high,true,zero,non-zero,day
Diglett ,2.2756551408479013,B,true,high,high,False,zero,non-zero,night
Parasect ,0.5,C,false,high,high,true,zero,non-zero,night
Gastly ,1.6266855504196067,B,true,low,low,true,zero,non-zero,day
Meowth ,3.5187716538093032,S,true,high,high,true,non-zero,zero,night
Arbok ,2.7775188994038205,A,true,low,low,true,non-zero,zero,day
Raticate ,3.58931770898349,S,false,high,low,true,non-zero,zero,day
Growlithe ,2.4594104115916138,B,true,low,high,true,zero,non-zero,day
Eevee ,1.6744918924167653,B,false,low,low,true,zero,non-zero,day
Paras ,1.1184783785123837,C,false,high,low,true,zero,non-zero,night
Weedle ,2.6864349579470677,A,true,high,high,true,zero,non-zero,day
Zubat ,3.365927192245391,A,false,low,high,true,zero,non-zero,day
Pikachu ,2.071262587834221,B,false,low,high,true,non-zero,zero,day
Nidoran♀ ,4.404422970331025,S,false,low,high,true,zero,non-zero,night
Scyther ,3.4805509713618066,A,false,low,high,true,zero,non-zero,night
Haunter ,2.903668432561239,A,false,high,high,true,zero,zero,night
Goldeen ,3.6243596600070775,S,false,low,high,true,zero,non-zero,night
Grimer ,3.1199067883589007,A,false,low,low,true,non-zero,non-zero,day
Nidorina ,1.6836261318742516,B,true,low,high,true,zero,non-zero,day
Nidorina ,2.4147968853405297,B,true,low,low,true,zero,non-zero,day
Gastly ,3.458140370460957,A,true,high,high,true,non-zero,zero,day
Dugtrio ,2.5084246514877577,A,false,low,low,true,non-zero,zero,day
Onix ,1.7130936762043312,B,false,low,high,true,zero,non-zero,day
Pidgey ,1.2965313930966775,C,false,low,low,true,non-zero,zero,day
Ivysaur ,3.0879547003166654,A,true,high,low,true,zero,non-zero,night
Rhydon ,3.507300353726579,S,false,low,low,true,non-zero,zero,night
Diglett ,3.310352801245258,A,false,high,high,False,non-zero,zero,night
Zubat ,3.8318146733020066,S,true,low,high,true,non-zero,zero,night
Onix ,3.300816377313374,A,true,high,low,true,zero,zero,day
Zubat ,1.395780760573632,C,false,low,high,true,non-zero,non-zero,night
Grimer ,3.1266128102074293,A,false,high,low,true,zero,non-zero,night
Dugtrio ,3.1048198075475595,A,true,high,low,true,non-zero,zero,day
Gastly ,2.2993072158758636,B,false,high,high,true,zero,non-zero,night
Seadra ,4.5,S,false,high,high,true,non-zero,zero,night
Moltres ,4.3291808929616,S,false,high,low,true,zero,non-zero,day
Diglett ,3.160627284331074,A,true,low,high,False,non-zero,non-zero,night
Gastly ,1.9598219531828918,B,false,low,low,true,non-zero,non-zero,day
Seel ,4.060055026515386,S,false,low,high,true,non-zero,zero,day
Clefable ,4.490214012931815,S,true,high,high,true,zero,non-zero,day
Pidgey ,1.9303754891452176,B,false,low,low,true,zero,non-zero,night
Dragonair ,4.5,S,false,high,low,true,non-zero,zero,day
Raichu ,2.972720156153402,A,false,low,high,true,non-zero,non-zero,night
Nidorina ,3.6844270069807887,S,true,low,high,true,zero,zero,night
Golbat ,2.692904551359868,A,true,low,high,true,non-zero,zero,day
Poliwhirl ,2.6166173375785364,A,true,high,high,true,zero,non-zero,day
Golbat ,0.5,C,false,high,high,true,non-zero,non-zero,night
Gastly ,2.7085745793394587,A,true,high,high,true,zero,zero,day
Onix ,2.7589944086085256,A,false,low,low,true,zero,non-zero,night
Exeggutor ,1.1406105826085289,C,false,low,high,true,zero,non-zero,night
Diglett ,3.28921946661919,A,true,high,low,False,non-zero,zero,day
Haunter ,3.272198089017679,A,true,low,low,true,non-zero,non-zero,day
Dewgong ,1.7971540059268287,B,true,low,high,true,non-zero,non-zero,day
Cloyster ,3.6122281462137025,S,true,high,high,true,zero,zero,day
Haunter ,4.487154135254114,S,true,high,low,true,non-zero,zero,night
Golem ,3.8530704086939744,S,false,low,high,true,zero,non-zero,night
Hitmonlee ,3.0868091380359757,A,false,low,high,true,non-zero,non-zero,night
Onix ,1.9219281542519497,B,true,low,low,true,zero,non-zero,night
Dugtrio ,2.642324459158999,A,false,low,low,true,non-zero,non-zero,night
Rapidash ,3.1347715607175597,A,false,high,high,true,non-zero,non-zero,night
Rapidash ,3.092464882618269,A,false,high,high,true,non-zero,zero,night
Lapras ,4.5,S,false,high,low,true,non-zero,non-zero,night
Nidorino ,1.371214547973287,C,false,high,high,true,non-zero,non-zero,day
Omanyte ,3.7335557802582766,S,true,high,high,true,zero,non-zero,day
Kangaskhan ,4.5,S,false,low,low,true,zero,zero,night
Pikachu ,2.5156185444148793,A,false,high,high,true,non-zero,zero,day
Ivysaur ,3.2748655237891593,A,true,high,high,true,zero,zero,day
Hypno ,3.7781470893328684,S,true,high,high,true,non-zero,non-zero,night
Nidorino ,4.5,S,false,high,low,true,non-zero,non-zero,day
Ivysaur ,2.108741240141096,B,false,high,high,true,zero,non-zero,day
Nidoran♂ ,0.5,C,false,low,low,true,non-zero,non-zero,day
Magmar ,3.772565966797063,S,false,high,low,true,non-zero,zero,night
Poliwrath ,4.5,S,false,high,high,true,non-zero,zero,night
Onix ,3.1557960759377233,A,false,low,high,true,zero,non-zero,night
Meowth ,0.5,C,false,high,high,true,non-zero,non-zero,day
Zubat ,2.3808524594893226,B,false,low,low,true,non-zero,non-zero,night
Muk ,1.4666986673018618,C,false,low,low,true,non-zero,non-zero,night
Seel ,3.974569926067025,S,false,low,high,true,zero,zero,day
Oddish ,1.3551308897462666,C,false,low,high,true,zero,non-zero,day
Haunter ,4.5,S,true,high,high,true,non-zero,non-zero,day
Wartortle ,3.6382715196365805,S,false,high,low,true,zero,non-zero,night
Farfetch'd ,4.230374305813496,S,false,low,high,true,zero,non-zero,night
Magneton ,2.475634172167638,B,false,low,high,true,zero,non-zero,night
Lickitung ,2.6498991528158298,A,false,high,high,true,zero,zero,day
Kakuna ,1.868975853081474,B,true,high,high,true,zero,non-zero,day
Machamp ,4.5,S,true,low,high,true,zero,non-zero,day
Haunter ,1.41229004237068,C,false,low,high,true,zero,zero,day
Golduck ,3.65698073886259,S,false,low,high,true,zero,zero,day
Diglett ,2.283587854746444,B,false,low,high,False,zero,non-zero,day
Fearow ,2.7058727235950295,A,true,low,low,true,zero,zero,day
Diglett ,2.1801359020470246,B,true,low,low,False,non-zero,non-zero,day
Magmar ,3.908259218613458,S,true,low,low,true,non-zero,non-zero,day
Weezing ,2.8127390090102273,A,false,high,high,true,non-zero,non-zero,night
Tentacool ,4.5,S,false,high,high,true,zero,non-zero,day
Persian ,3.2043811290372424,A,false,high,low,true,non-zero,zero,night
Pidgey ,3.1335469124863624,A,true,high,high,true,zero,non-zero,day
Ponyta ,0.5,C,false,low,low,true,non-zero,non-zero,day
Zubat ,2.0833584700927803,B,false,low,low,true,zero,zero,day
Kangaskhan ,2.772904118359925,A,true,low,high,true,non-zero,non-zero,day
Kakuna ,1.3039998220163733,C,false,high,high,true,non-zero,zero,night
Nidorino ,2.4299197507414947,B,false,high,low,true,non-zero,non-zero,night
Onix ,3.4166538334733048,A,true,low,high,true,zero,zero,night
Onix ,1.5745426186354974,B,false,high,low,true,zero,non-zero,night
Raticate ,3.1414172073632782,A,false,high,low,true,zero,zero,night
Nidoqueen ,1.0556755385620005,C,false,low,high,true,non-zero,non-zero,day
Machop ,3.7117899065312314,S,true,low,high,true,zero,non-zero,day
Muk ,3.493495051486944,A,true,high,low,true,non-zero,zero,night
Rhydon ,3.870124239513687,S,false,low,high,true,zero,non-zero,night
Spearow ,2.885211960774045,A,false,low,low,true,non-zero,non-zero,night
Haunter ,3.163263587328305,A,false,high,low,true,non-zero,non-zero,night
Jynx ,1.4384840530372711,C,false,high,high,true,non-zero,non-zero,day
Onix ,2.8850684689269026,A,false,high,low,true,non-zero,zero,day
Clefairy ,4.112828344535399,S,false,high,high,true,zero,zero,night
Arbok ,0.8758810625432947,C,false,low,high,true,zero,non-zero,night
Lickitung ,2.734857810476836,A,false,high,high,true,non-zero,zero,night
Jynx ,2.7428917584183337,A,false,low,low,true,non-zero,zero,day
Nidoqueen ,3.8167743423902465,S,true,high,low,true,non-zero,zero,day
Golbat ,3.498709032584535,A,false,low,high,true,non-zero,zero,day
Electrode ,4.5,S,false,high,low,true,non-zero,non-zero,night
Seel ,4.026395457106968,S,true,low,high,true,zero,non-zero,night
Starmie ,4.5,S,true,low,low,true,zero,zero,night
Onix ,1.564927830780711,B,true,high,low,true,zero,non-zero,day
Metapod ,2.873194995708024,A,false,low,low,true,non-zero,zero,day
Magnemite ,4.5,S,true,low,high,true,non-zero,non-zero,night
Dragonair ,4.5,S,true,low,low,true,zero,non-zero,night
Golbat ,1.9652274454855287,B,false,high,high,true,zero,non-zero,day
Tauros ,2.90498163396742,A,true,low,high,true,non-zero,non-zero,night
Mewtwo ,3.522565555647339,S,true,low,low,true,zero,zero,day
Ivysaur ,2.3851010841422227,B,false,low,high,true,zero,non-zero,night
Omastar ,3.8557058435776423,S,true,low,high,true,non-zero,zero,day
Dugtrio ,1.8110454027128688,B,true,high,high,true,non-zero,non-zero,night
Dragonair ,2.1771780137161407,B,false,high,low,true,non-zero,non-zero,night
Mew ,0.5,C,false,high,low,true,non-zero,non-zero,night
Onix ,2.5278739791481626,A,true,low,high,true,zero,zero,day
Graveler ,3.7964462739673754,S,true,low,high,true,non-zero,non-zero,day
Gastly ,1.8759307675260941,B,true,high,low,true,zero,non-zero,day
Raichu ,2.565210018325109,A,true,high,low,true,zero,zero,day
Haunter ,1.72430081478763,B,false,high,low,true,non-zero,non-zero,day
Mr. Mime ,4.386279614923762,S,false,low,high,true,zero,non-zero,night
Pinsir ,2.8269696610539277,A,true,high,low,true,non-zero,zero,day
Vaporeon ,3.576270302801821,S,false,high,low,true,zero,zero,night
Victreebel ,2.412343678810084,B,false,high,high,true,non-zero,non-zero,night
Muk ,3.1867516455767246,A,false,low,high,true,non-zero,zero,night
Pikachu ,3.6023694838289324,S,true,high,high,true,non-zero,non-zero,day
Kabutops ,2.2994784253341267,B,false,low,low,true,zero,non-zero,night
Raticate ,4.1305375337206245,S,true,low,low,true,non-zero,zero,day
Seel ,4.5,S,false,low,low,true,non-zero,non-zero,day
Vileplume ,0.5,C,false,low,high,true,non-zero,non-zero,night
Machoke ,4.126829972410606,S,false,low,low,true,non-zero,non-zero,day
Drowzee ,3.256582589959493,A,false,high,low,true,zero,zero,night
Dugtrio ,3.064539979896147,A,true,high,high,true,zero,non-zero,day
Rhyhorn ,4.5,S,true,high,low,true,non-zero,non-zero,day
Bellsprout ,0.6430580133562223,C,false,high,low,true,non-zero,non-zero,night
Tauros ,2.8300322379629774,A,true,high,high,true,zero,zero,night
Haunter ,2.3176254222705412,B,false,low,high,true,non-zero,non-zero,night
Charmeleon ,3.9152688360231425,S,true,low,low,true,zero,zero,day
Charmeleon ,3.7728026180077516,S,false,high,low,true,zero,zero,night
Ninetales ,4.042289845619399,S,true,high,high,true,non-zero,zero,night
Arbok ,2.3528832593064255,B,false,low,low,true,zero,non-zero,night
Gengar ,2.509072384777086,A,true,high,high,true,zero,zero,day
Haunter ,2.0788162093806672,B,false,low,high,true,zero,non-zero,night
Arcanine ,4.472251584367095,S,false,low,high,true,zero,non-zero,day
Charmeleon ,4.5,S,true,low,low,true,zero,zero,night
Pinsir ,2.6580186464690994,A,false,low,low,true,non-zero,zero,night
Wartortle ,4.25127142390066,S,false,high,high,true,non-zero,zero,night
Tentacool ,2.6006069826174922,A,false,high,high,true,non-zero,zero,night
Tangela ,2.7293323928171302,A,true,high,high,true,zero,zero,night
Machoke ,4.374131533348514,S,false,high,low,true,zero,zero,day
Dugtrio ,1.9761274614477247,B,false,low,high,true,zero,non-zero,night
Diglett ,3.0521232710554207,A,false,high,low,False,non-zero,non-zero,day
Caterpie ,2.279101590569529,B,true,high,low,true,zero,non-zero,night
Zubat ,2.658522591498333,A,true,high,high,true,non-zero,non-zero,night
Gloom ,2.754738248390966,A,false,low,low,true,zero,zero,day
Victreebel ,3.4905678805762483,A,true,low,low,true,zero,non-zero,day
Zubat ,2.425764005048541,B,false,low,low,true,non-zero,non-zero,day
Haunter ,1.6410421418410506,B,true,low,low,true,non-zero,non-zero,day
Nidoran♂ ,2.0086759392232256,B,true,high,high,true,non-zero,non-zero,night
Poliwhirl ,3.9214868545040042,S,false,high,low,true,non-zero,non-zero,day
Marowak ,4.5,S,true,low,low,true,non-zero,zero,night
Primeape ,4.15174407762378,S,true,low,low,true,zero,non-zero,day
Eevee ,2.439344065423656,B,true,low,high,true,zero,non-zero,day
Hitmonlee ,1.7701252627133837,B,false,high,low,true,zero,non-zero,day
Nidoking ,0.7196534727500512,C,false,high,high,true,zero,non-zero,night
Dodrio ,2.8736136891906003,A,true,high,high,true,zero,zero,day
Golduck ,4.452742436208688,S,false,high,low,true,zero,zero,day
Aerodactyl ,4.5,S,false,high,low,true,zero,non-zero,night
Weepinbell ,0.9657453129795748,C,false,high,low,true,zero,non-zero,day
Nidorina ,1.585002519793523,B,false,high,low,true,non-zero,non-zero,day
Articuno ,3.960915328518682,S,true,high,low,true,non-zero,zero,day
Golem ,4.160861447398433,S,false,high,high,true,non-zero,non-zero,night
Weezing ,2.791834341350545,A,false,high,low,true,zero,zero,night
Zubat ,2.0107590103651214,B,true,high,low,true,zero,non-zero,day
Persian ,2.5018419424725833,A,false,high,low,true,zero,zero,night
Seel ,4.5,S,false,high,low,true,non-zero,non-zero,day
Zubat ,2.112639456039713,B,true,low,low,true,zero,non-zero,day
Magmar ,4.5,S,false,low,high,true,non-zero,non-zero,day
Tangela ,2.5789697633975797,A,true,low,low,true,non-zero,zero,day
Meowth ,3.808422781433791,S,false,high,high,true,zero,non-zero,day
Nidoran♂ ,3.17121654063235,A,false,low,low,true,zero,non-zero,day
